epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2530.32,0.38582,0.23673,0.80053,0.99318,0.99153,0.99199,0.90129,0.40694,0.21507,0.8038,0.000347115,0.000347115,0.000347115
183,2544.48,0.38474,0.23831,0.79722,0.9909,0.99185,0.99183,0.90192,0.41096,0.21819,0.80361,0.000342211,0.000342211,0.000342211
184,2558.69,0.37861,0.23336,0.7989,0.99082,0.99152,0.99167,0.89578,0.41419,0.21867,0.80371,0.000337325,0.000337325,0.000337325
185,2572.8,0.381,0.23493,0.79904,0.99005,0.99244,0.99178,0.90278,0.41223,0.21698,0.8036,0.000332457,0.000332457,0.000332457
186,2586.92,0.38276,0.23365,0.7994,0.99352,0.99078,0.99192,0.90753,0.40224,0.21491,0.80221,0.000327608,0.000327608,0.000327608
187,2600.95,0.38139,0.23475,0.80081,0.99018,0.98971,0.99177,0.89447,0.42569,0.21975,0.80551,0.000322778,0.000322778,0.000322778
188,2614.9,0.38511,0.23556,0.79864,0.99387,0.98919,0.99158,0.90066,0.41025,0.21713,0.80309,0.000317969,0.000317969,0.000317969
189,2629.14,0.382,0.23242,0.80074,0.99288,0.99106,0.99182,0.89999,0.41073,0.21661,0.80393,0.00031318,0.00031318,0.00031318
190,2643.27,0.38113,0.23288,0.80108,0.9927,0.99145,0.99179,0.89626,0.41919,0.21669,0.80547,0.000308412,0.000308412,0.000308412
191,2657.26,0.37751,0.2325,0.79925,0.99258,0.99033,0.99177,0.90059,0.4131,0.21663,0.80493,0.000303665,0.000303665,0.000303665
192,2671.11,0.38319,0.23325,0.80112,0.992,0.9916,0.9917,0.89995,0.41413,0.21606,0.80648,0.000298941,0.000298941,0.000298941
193,2685.2,0.38368,0.23497,0.79791,0.99218,0.9915,0.99176,0.90051,0.40911,0.21511,0.80462,0.000294239,0.000294239,0.000294239
194,2699.21,0.37836,0.23257,0.80243,0.9927,0.99112,0.99184,0.89773,0.40947,0.21515,0.80476,0.000289561,0.000289561,0.000289561
195,2713.38,0.38142,0.2335,0.79861,0.99281,0.99137,0.9919,0.9016,0.41102,0.21372,0.80544,0.000284906,0.000284906,0.000284906
196,2727.64,0.38304,0.2319,0.80097,0.99128,0.99019,0.99191,0.89471,0.41551,0.21468,0.80542,0.000280275,0.000280275,0.000280275
197,2741.58,0.37896,0.23218,0.79694,0.9908,0.99196,0.99195,0.89836,0.41585,0.21632,0.80551,0.000275668,0.000275668,0.000275668
198,2755.94,0.3779,0.23303,0.79837,0.99132,0.99137,0.99172,0.90221,0.40766,0.21514,0.80307,0.000271087,0.000271087,0.000271087
199,2770.07,0.38168,0.23317,0.79901,0.99319,0.99112,0.9924,0.89899,0.41379,0.21592,0.80418,0.000266532,0.000266532,0.000266532
200,2784.13,0.37473,0.22884,0.79848,0.99183,0.99231,0.9916,0.9028,0.41219,0.2163,0.80661,0.000262003,0.000262003,0.000262003
201,2798.39,0.38289,0.23471,0.79964,0.99294,0.99189,0.99271,0.90001,0.41633,0.21776,0.80668,0.0002575,0.0002575,0.0002575
202,2812.26,0.37543,0.22976,0.79938,0.99007,0.99194,0.99178,0.90268,0.40767,0.21573,0.80347,0.000253024,0.000253024,0.000253024
203,2826,0.37683,0.23165,0.80121,0.99093,0.99078,0.99165,0.90335,0.40785,0.21504,0.80302,0.000248577,0.000248577,0.000248577
204,2839.78,0.37101,0.2285,0.7987,0.99306,0.99011,0.99167,0.90051,0.41176,0.21333,0.80427,0.000244157,0.000244157,0.000244157
205,2853.61,0.37256,0.22806,0.79546,0.99147,0.9908,0.9916,0.90269,0.40927,0.21354,0.80384,0.000239766,0.000239766,0.000239766
206,2867.2,0.36918,0.22842,0.80002,0.99275,0.99016,0.99146,0.89627,0.41887,0.21501,0.8064,0.000235404,0.000235404,0.000235404
207,2880.86,0.37137,0.22568,0.79706,0.99385,0.9911,0.99182,0.899,0.41823,0.21488,0.80495,0.000231071,0.000231071,0.000231071
208,2894.56,0.36769,0.22608,0.79597,0.99369,0.98944,0.99189,0.89832,0.41522,0.21542,0.8044,0.000226769,0.000226769,0.000226769
209,2908.2,0.37495,0.23173,0.79832,0.98932,0.99162,0.99239,0.90185,0.4081,0.21428,0.80421,0.000222497,0.000222497,0.000222497
210,2921.88,0.36991,0.22747,0.79978,0.9938,0.99016,0.99198,0.89662,0.41347,0.21502,0.80626,0.000218256,0.000218256,0.000218256
211,2935.86,0.37419,0.2288,0.79872,0.9937,0.99071,0.99201,0.89586,0.421,0.21706,0.80738,0.000214046,0.000214046,0.000214046
212,2950.29,0.37041,0.22848,0.79603,0.99276,0.99078,0.9918,0.90135,0.41259,0.21657,0.80576,0.000209869,0.000209869,0.000209869
213,2964.84,0.37524,0.22998,0.80056,0.99298,0.99071,0.99186,0.89723,0.41791,0.21599,0.80652,0.000205723,0.000205723,0.000205723
214,2979.11,0.37551,0.22996,0.79834,0.99418,0.9911,0.99196,0.89971,0.41753,0.21523,0.80673,0.000201611,0.000201611,0.000201611
215,2993.37,0.3702,0.22733,0.79868,0.99421,0.99132,0.99268,0.90243,0.40967,0.21159,0.8066,0.000197532,0.000197532,0.000197532
216,3007.64,0.37221,0.22867,0.79677,0.99416,0.99076,0.99184,0.90476,0.41001,0.21114,0.80553,0.000193486,0.000193486,0.000193486
217,3022.11,0.37192,0.22739,0.7991,0.99415,0.99113,0.99187,0.89894,0.4139,0.21271,0.80427,0.000189475,0.000189475,0.000189475
218,3036.67,0.36535,0.22405,0.79794,0.99218,0.99238,0.99188,0.90262,0.41317,0.2128,0.80511,0.000185498,0.000185498,0.000185498
219,3051.17,0.36687,0.2273,0.79577,0.99383,0.99137,0.99186,0.90384,0.40719,0.21272,0.80415,0.000181557,0.000181557,0.000181557
220,3065.7,0.37527,0.22997,0.7995,0.9942,0.99111,0.99266,0.90241,0.4079,0.21256,0.80333,0.000177651,0.000177651,0.000177651
221,3080.07,0.37632,0.22956,0.7968,0.99404,0.99039,0.99189,0.90275,0.40577,0.21152,0.80288,0.00017378,0.00017378,0.00017378
222,3094.59,0.3729,0.22901,0.80272,0.99249,0.98859,0.99151,0.90248,0.41285,0.21414,0.80355,0.000169946,0.000169946,0.000169946
223,3108.96,0.37176,0.22695,0.79751,0.99177,0.99101,0.99179,0.9017,0.41525,0.21554,0.80482,0.000166149,0.000166149,0.000166149
224,3123.63,0.36817,0.22385,0.79615,0.99187,0.99205,0.99179,0.90641,0.4077,0.21219,0.80439,0.000162389,0.000162389,0.000162389
225,3137.78,0.36736,0.22468,0.79728,0.99307,0.99146,0.99181,0.90345,0.40693,0.21079,0.80324,0.000158667,0.000158667,0.000158667
226,3151.7,0.37168,0.22689,0.79807,0.9916,0.99252,0.99149,0.89916,0.41809,0.21345,0.80461,0.000154982,0.000154982,0.000154982
227,3166,0.3628,0.22366,0.79756,0.99306,0.99184,0.99258,0.90017,0.41128,0.21309,0.80398,0.000151336,0.000151336,0.000151336
228,3180,0.36505,0.22644,0.79692,0.99208,0.9908,0.9916,0.90145,0.41275,0.21374,0.8034,0.000147729,0.000147729,0.000147729
229,3194.39,0.35918,0.22127,0.79478,0.99252,0.99104,0.99177,0.89739,0.41605,0.21326,0.80348,0.000144161,0.000144161,0.000144161
230,3208.75,0.36194,0.22344,0.79549,0.99422,0.99161,0.99196,0.90044,0.41464,0.21331,0.80264,0.000140632,0.000140632,0.000140632
231,3223.15,0.36874,0.22796,0.79456,0.99409,0.99177,0.99196,0.90357,0.41013,0.21095,0.80189,0.000137143,0.000137143,0.000137143
232,3237.52,0.35748,0.22187,0.79553,0.99398,0.99159,0.99184,0.89983,0.41213,0.21093,0.80316,0.000133695,0.000133695,0.000133695
233,3251.95,0.36065,0.22259,0.79443,0.99173,0.99219,0.99191,0.90093,0.40924,0.21159,0.80342,0.000130287,0.000130287,0.000130287
234,3266.32,0.3656,0.22323,0.79658,0.99424,0.99056,0.99232,0.89975,0.41157,0.21163,0.80392,0.000126921,0.000126921,0.000126921
235,3280.95,0.36871,0.2242,0.79766,0.99354,0.99027,0.99156,0.9012,0.41172,0.21176,0.80474,0.000123596,0.000123596,0.000123596
236,3295.4,0.36259,0.22304,0.79608,0.99315,0.99,0.99181,0.89983,0.41362,0.21405,0.80564,0.000120313,0.000120313,0.000120313
237,3309.78,0.36625,0.22669,0.79638,0.99229,0.99109,0.99181,0.89898,0.41382,0.21386,0.80588,0.000117072,0.000117072,0.000117072
238,3323.97,0.36691,0.22331,0.79661,0.99121,0.99264,0.99152,0.89898,0.41142,0.21322,0.80451,0.000113873,0.000113873,0.000113873
239,3338.31,0.36773,0.22405,0.79536,0.99323,0.99152,0.99155,0.90279,0.4084,0.21206,0.80395,0.000110718,0.000110718,0.000110718
240,3352.7,0.36815,0.22692,0.79641,0.99358,0.99191,0.99174,0.90322,0.40868,0.21043,0.8033,0.000107605,0.000107605,0.000107605
241,3367.11,0.36541,0.22467,0.79685,0.99398,0.99143,0.99169,0.90138,0.40871,0.21031,0.80407,0.000104537,0.000104537,0.000104537
242,3381.25,0.35855,0.22257,0.79559,0.99334,0.99152,0.99243,0.90251,0.41003,0.21191,0.80462,0.000101512,0.000101512,0.000101512
243,3395.34,0.36087,0.22334,0.79709,0.99348,0.99071,0.99204,0.9017,0.40761,0.21016,0.80436,9.85311e-05,9.85311e-05,9.85311e-05
244,3409.56,0.35894,0.22227,0.79638,0.99279,0.9914,0.99235,0.904,0.40886,0.21069,0.80467,9.55951e-05,9.55951e-05,9.55951e-05
245,3423.41,0.36441,0.22219,0.7978,0.99073,0.99282,0.99163,0.89676,0.4175,0.21238,0.80582,9.2704e-05,9.2704e-05,9.2704e-05
246,3437.46,0.36172,0.222,0.7975,0.99208,0.99162,0.9916,0.90114,0.4137,0.21228,0.80528,8.98581e-05,8.98581e-05,8.98581e-05
247,3451.49,0.36236,0.22516,0.79603,0.99332,0.99185,0.99195,0.90176,0.41576,0.21198,0.80587,8.70577e-05,8.70577e-05,8.70577e-05
248,3465.69,0.36672,0.22392,0.79628,0.99355,0.99184,0.99191,0.90022,0.41449,0.21182,0.80498,8.43031e-05,8.43031e-05,8.43031e-05
249,3479.7,0.36487,0.22381,0.79699,0.99332,0.9921,0.99191,0.90092,0.40908,0.21063,0.80429,8.15947e-05,8.15947e-05,8.15947e-05
250,3493.85,0.35879,0.22049,0.797,0.99407,0.99147,0.99182,0.9037,0.40688,0.2101,0.80455,7.89327e-05,7.89327e-05,7.89327e-05
251,3507.64,0.36398,0.22387,0.7963,0.9943,0.99136,0.9918,0.90163,0.40893,0.21054,0.80531,7.63174e-05,7.63174e-05,7.63174e-05
252,3521.43,0.36926,0.22595,0.79627,0.99442,0.99124,0.99188,0.90088,0.41387,0.21174,0.80549,7.37492e-05,7.37492e-05,7.37492e-05
253,3535.31,0.3587,0.22159,0.79435,0.99425,0.99107,0.99187,0.90084,0.41291,0.21187,0.80529,7.12282e-05,7.12282e-05,7.12282e-05
254,3549.08,0.35774,0.21954,0.79412,0.9939,0.9915,0.99189,0.90264,0.41241,0.21163,0.80479,6.87548e-05,6.87548e-05,6.87548e-05
255,3562.85,0.36035,0.22158,0.796,0.99384,0.99176,0.99156,0.90052,0.41383,0.21159,0.80469,6.63292e-05,6.63292e-05,6.63292e-05
256,3576.38,0.35882,0.22039,0.79621,0.99416,0.99179,0.99164,0.90156,0.40992,0.21095,0.80407,6.39518e-05,6.39518e-05,6.39518e-05
257,3590.35,0.36574,0.22358,0.79568,0.99395,0.99136,0.99167,0.90295,0.40785,0.21025,0.80424,6.16227e-05,6.16227e-05,6.16227e-05
258,3604.23,0.36001,0.22212,0.79658,0.99415,0.99172,0.99167,0.90168,0.41051,0.211,0.80461,5.93422e-05,5.93422e-05,5.93422e-05
259,3618.53,0.36042,0.22033,0.79707,0.99458,0.99169,0.99201,0.90132,0.41147,0.21099,0.80529,5.71106e-05,5.71106e-05,5.71106e-05
260,3632.59,0.35813,0.21936,0.79553,0.9947,0.99201,0.992,0.90188,0.4116,0.2103,0.80534,5.49281e-05,5.49281e-05,5.49281e-05
261,3646.71,0.36544,0.22413,0.79719,0.99404,0.99204,0.99166,0.89872,0.41357,0.21012,0.80518,5.2795e-05,5.2795e-05,5.2795e-05
262,3660.48,0.35534,0.2192,0.79373,0.99394,0.9922,0.9917,0.90125,0.40927,0.20896,0.80457,5.07115e-05,5.07115e-05,5.07115e-05
263,3674.19,0.3569,0.2181,0.7977,0.99381,0.99198,0.99174,0.90219,0.41039,0.21077,0.80433,4.86777e-05,4.86777e-05,4.86777e-05
264,3688.35,0.36657,0.22297,0.79854,0.99447,0.99187,0.99207,0.9008,0.41281,0.20991,0.80513,4.66941e-05,4.66941e-05,4.66941e-05
265,3702.75,0.35393,0.21833,0.79545,0.9943,0.9921,0.99204,0.90158,0.41167,0.21069,0.80551,4.47606e-05,4.47606e-05,4.47606e-05
266,3716.74,0.35383,0.21762,0.79638,0.99394,0.99227,0.99203,0.89889,0.41451,0.21144,0.80543,4.28777e-05,4.28777e-05,4.28777e-05
267,3730.75,0.35993,0.22269,0.79608,0.99428,0.99215,0.99201,0.90356,0.40794,0.209,0.80468,4.10454e-05,4.10454e-05,4.10454e-05
268,3744.94,0.36349,0.22168,0.7974,0.99468,0.99167,0.99203,0.9023,0.41357,0.21096,0.80575,3.9264e-05,3.9264e-05,3.9264e-05
269,3759.25,0.35699,0.21875,0.79356,0.99422,0.9913,0.992,0.90093,0.41365,0.21094,0.80598,3.75337e-05,3.75337e-05,3.75337e-05
270,3773.82,0.3557,0.21957,0.79571,0.99382,0.99132,0.99201,0.90189,0.41184,0.21078,0.80578,3.58546e-05,3.58546e-05,3.58546e-05
271,3807.7,0.37894,0.2239,0.79199,0.99144,0.99046,0.99181,0.89987,0.41303,0.21411,0.80823,3.4227e-05,3.4227e-05,3.4227e-05
272,3820.94,0.37282,0.221,0.79212,0.99015,0.98995,0.99159,0.89348,0.42185,0.22,0.80959,3.2651e-05,3.2651e-05,3.2651e-05
273,3834.4,0.36801,0.2163,0.79147,0.99032,0.99053,0.99159,0.89618,0.41996,0.21953,0.80952,3.11268e-05,3.11268e-05,3.11268e-05
274,3847.74,0.36174,0.21387,0.78915,0.99075,0.99093,0.99162,0.8955,0.42101,0.21973,0.80946,2.96546e-05,2.96546e-05,2.96546e-05
275,3861.06,0.36134,0.21457,0.79028,0.99098,0.99055,0.99164,0.89619,0.41783,0.21869,0.80912,2.82345e-05,2.82345e-05,2.82345e-05
276,3874.33,0.35633,0.21145,0.78932,0.99205,0.99013,0.99165,0.89584,0.41987,0.21826,0.8093,2.68667e-05,2.68667e-05,2.68667e-05
277,3887.63,0.35711,0.21154,0.78946,0.99272,0.99025,0.9917,0.89589,0.41849,0.21776,0.80883,2.55513e-05,2.55513e-05,2.55513e-05
278,3900.63,0.35274,0.2077,0.79084,0.99256,0.99066,0.99173,0.8969,0.41741,0.21679,0.80815,2.42885e-05,2.42885e-05,2.42885e-05
279,3914.06,0.35399,0.20941,0.79032,0.99274,0.99105,0.99171,0.897,0.41693,0.21642,0.80785,2.30784e-05,2.30784e-05,2.30784e-05
280,3927.51,0.35387,0.2098,0.78938,0.99263,0.99108,0.99173,0.89758,0.41497,0.21513,0.80734,2.19212e-05,2.19212e-05,2.19212e-05
281,3940.95,0.34649,0.20618,0.78762,0.99304,0.99117,0.9917,0.8983,0.41703,0.21565,0.80741,2.08169e-05,2.08169e-05,2.08169e-05
282,3954.27,0.35035,0.20835,0.78865,0.99297,0.99085,0.99167,0.89817,0.41512,0.21502,0.80737,1.97658e-05,1.97658e-05,1.97658e-05
283,3967.75,0.3421,0.20359,0.7864,0.99296,0.99035,0.99167,0.89684,0.41867,0.21525,0.80768,1.87678e-05,1.87678e-05,1.87678e-05
284,3981.19,0.34711,0.20677,0.7867,0.99274,0.99061,0.99167,0.89879,0.41645,0.21477,0.80721,1.78232e-05,1.78232e-05,1.78232e-05
285,3994.39,0.34714,0.20636,0.78821,0.9924,0.99062,0.99167,0.90013,0.41443,0.21456,0.80698,1.6932e-05,1.6932e-05,1.6932e-05
286,4007.58,0.34369,0.20499,0.78533,0.99275,0.99076,0.99167,0.89823,0.41534,0.21458,0.80697,1.60943e-05,1.60943e-05,1.60943e-05
287,4020.57,0.34803,0.20683,0.7861,0.99271,0.99076,0.99169,0.89731,0.4148,0.21476,0.807,1.53102e-05,1.53102e-05,1.53102e-05
288,4033.87,0.34651,0.20516,0.78576,0.9928,0.99087,0.9917,0.89822,0.41485,0.2142,0.80686,1.45798e-05,1.45798e-05,1.45798e-05
289,4046.84,0.34698,0.20529,0.7868,0.99273,0.99083,0.99168,0.89871,0.41532,0.21421,0.80687,1.39032e-05,1.39032e-05,1.39032e-05
290,4059.72,0.35007,0.20794,0.7889,0.99304,0.9909,0.99169,0.89918,0.41441,0.21372,0.8068,1.32805e-05,1.32805e-05,1.32805e-05
291,4072.58,0.34703,0.20376,0.79272,0.99322,0.99116,0.99167,0.89829,0.41578,0.21393,0.80707,1.27117e-05,1.27117e-05,1.27117e-05
292,4085.6,0.34525,0.20376,0.78533,0.99343,0.99124,0.99168,0.8992,0.41416,0.21362,0.80701,1.21968e-05,1.21968e-05,1.21968e-05
293,4098.52,0.34166,0.20201,0.78346,0.9938,0.99119,0.99168,0.89824,0.41513,0.21377,0.80704,1.1736e-05,1.1736e-05,1.1736e-05
294,4111.44,0.34485,0.20532,0.78631,0.99366,0.99099,0.99167,0.8984,0.41634,0.21414,0.80704,1.13293e-05,1.13293e-05,1.13293e-05
295,4124.38,0.34735,0.20499,0.78753,0.99354,0.9909,0.99164,0.8997,0.41475,0.21364,0.80688,1.09768e-05,1.09768e-05,1.09768e-05
296,4137.34,0.34723,0.20465,0.78909,0.9936,0.99098,0.99167,0.89965,0.41501,0.21407,0.80674,1.06784e-05,1.06784e-05,1.06784e-05
297,4150.25,0.34274,0.20241,0.78792,0.99345,0.99102,0.99166,0.89784,0.41603,0.21381,0.80678,1.04342e-05,1.04342e-05,1.04342e-05
298,4163.15,0.34846,0.20463,0.78833,0.99358,0.99067,0.99168,0.89866,0.41456,0.21289,0.80659,1.02443e-05,1.02443e-05,1.02443e-05
299,4176.04,0.34624,0.20592,0.78889,0.99348,0.99122,0.99167,0.89945,0.41427,0.21297,0.80654,1.01086e-05,1.01086e-05,1.01086e-05
300,4189.04,0.345,0.20631,0.78704,0.99346,0.99158,0.99169,0.89977,0.41355,0.21256,0.80646,1.00271e-05,1.00271e-05,1.00271e-05
